AZ Price,CO Price,CA Price,ID Price,MT Price,NM Price,NV Price,OR Price,UT Price,WA Price,WY Price
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,146.32
149.79,0.0,0,0,0,0.0,0,0.0,0.0,0.0,125.2
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
134.59,0.0,0,0,0,0.0,0,0.0,0.0,0.0,138.35
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
114.98,0.0,0,0,0,0.0,0,0.0,0.0,0.0,125.91
109.62,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
89.24,0.0,0,0,0,0.0,0,0.0,0.0,0.0,109.78
76.39,89.28,0,0,0,0.0,0,0.0,0.0,0.0,79.92
81.95,0.0,0,0,0,0.0,0,0.0,0.0,0.0,81.92
82.25,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
88.19,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,81.34
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,72.86
68.08,0.0,0,0,0,0.0,0,0.0,0.0,0.0,75.96
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,68.0
76.09,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
60.53,0.0,0,0,0,0.0,0,0.0,0.0,0.0,79.31
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,61.9
50.7,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
67.85,0.0,0,0,0,0.0,0,0.0,0.0,0.0,60.78
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,73.52
62.94,0.0,0,0,0,0.0,0,0.0,0.0,0.0,64.21
61.87,0.0,0,0,0,0.0,0,0.0,0.0,0.0,75.93
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,67.56
67.09,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
72.37,0.0,0,0,0,0.0,0,0.0,0.0,0.0,68.26
71.46,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
77.12,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,88.78
70.96,0.0,0,0,0,0.0,0,0.0,0.0,0.0,75.89
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,94.67
67.16,0.0,0,0,0,0.0,0,0.0,0.0,0.0,74.17
75.62,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
83.33,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,90.77,0.0,96.94
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
83.0,0.0,0,0,0,0.0,0,0.0,99.66,0.0,0.0
83.45,0.0,0,0,0,0.0,0,0.0,99.26,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,109.86
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,132.42
92.25,0.0,0,0,0,0.0,0,0.0,0.0,0.0,101.87
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,97.78
108.41,0.0,0,0,0,0.0,0,0.0,0.0,0.0,101.47
108.39,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
82.3,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
86.08,0.0,0,0,0,0.0,0,0.0,84.38,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,104.2
98.83,0.0,0,0,0,0.0,0,0.0,0.0,0.0,82.97
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,86.44
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,90.66
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,95.79
80.77,0.0,0,0,0,0.0,0,0.0,0.0,0.0,95.47
104.8,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,91.47
87.06,0.0,0,0,0,0.0,0,0.0,84.03,0.0,83.75
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,82.21
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,64.95
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,85.03
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,53.2
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,62.57
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,65.72
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,69.91,0,0,0,0.0,0,0.0,0.0,0.0,0.0
72.23,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,96.69
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,111.53
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,135.05,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,116.75
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
