CT Price,ME Price,MA Price,MO Price,NE Price,NH Price,NJ Price,NY Price,PA Price,RI Price,VT Price
0,0,0.0,0.0,0,0,106.42,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,87.8,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,51.36,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,102.25,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.31,0.0,0.0,0,0
0,0,0.0,0.0,0,0,100.39,0.0,0.0,0,0
0,0,0.0,0.0,0,0,96.27,0.0,0.0,0,0
0,0,0.0,0.0,0,0,104.14,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,67.4,56.51,0,0
0,0,0.0,0.0,0,0,0.0,72.53,0.0,0,0
0,0,0.0,0.0,0,0,95.27,0.0,0.0,0,0
0,0,0.0,0.0,0,0,96.79,0.0,0.0,0,0
0,0,0.0,0.0,0,0,94.18,0.0,0.0,0,0
0,0,0.0,0.0,0,0,96.61,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.9,0.0,0.0,0,0
0,0,0.0,0.0,0,0,100.68,0.0,0.0,0,0
0,0,0.0,0.0,0,0,100.79,0.0,0.0,0,0
0,0,0.0,0.0,0,0,103.06,0.0,0.0,0,0
0,0,0.0,0.0,0,0,101.67,0.0,0.0,0,0
0,0,0.0,0.0,0,0,100.43,0.0,0.0,0,0
0,0,0.0,0.0,0,0,97.56,0.0,0.0,0,0
0,0,0.0,0.0,0,0,97.02,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.59,0.0,0.0,0,0
0,0,0.0,0.0,0,0,97.54,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.07,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.15,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.86,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,69.52,53.2,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,115.45,0.0,55.39,0,0
0,0,0.0,0.0,0,0,110.42,0.0,0.0,0,0
0,0,0.0,0.0,0,0,106.53,0.0,0.0,0,0
0,0,0.0,0.0,0,0,105.74,0.0,0.0,0,0
0,0,0.0,0.0,0,0,103.33,0.0,0.0,0,0
0,0,0.0,0.0,0,0,101.27,0.0,0.0,0,0
0,0,0.0,0.0,0,0,98.73,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,92.23,0.0,0.0,0,0
0,0,0.0,33.23,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,86.44,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,61.72,0.0,0,0
0,0,0.0,0.0,0,0,0.0,67.25,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,41.63,0,0
0,0,0.0,0.0,0,0,0.0,0.0,42.63,0,0
0,0,0.0,0.0,0,0,0.0,0.0,42.02,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,32.55,0,0,0.0,0.0,37.79,0,0
0,0,0.0,32.4,0,0,0.0,0.0,0.0,0,0
0,0,0.0,32.74,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,41.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,41.14,0,0
0,0,0.0,0.0,0,0,0.0,0.0,43.38,0,0
0,0,0.0,0.0,0,0,0.0,0.0,39.6,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,32.69,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,39.09,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,93.48,57.55,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,32.44,0,0,0.0,0.0,0.0,0,0
0,0,0.0,31.31,0,0,0.0,0.0,46.16,0,0
0,0,0.0,31.04,0,0,0.0,0.0,40.82,0,0
0,0,0.0,31.97,0,0,0.0,0.0,0.0,0,0
0,0,0.0,32.02,0,0,0.0,0.0,0.0,0,0
0,0,0.0,30.89,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,42.93,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,43.83,0,0
0,0,0.0,0.0,0,0,0.0,0.0,39.3,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,29.33,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,29.04,0,0,0.0,0.0,0.0,0,0
0,0,0.0,29.02,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.88,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.84,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.45,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.33,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.41,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.09,0,0,0.0,0.0,0.0,0,0
0,0,0.0,27.93,0,0,0.0,0.0,0.0,0,0
0,0,0.0,26.71,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,32.23,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,28.72,0,0,0.0,0.0,0.0,0,0
0,0,0.0,28.28,0,0,0.0,0.0,0.0,0,0
0,0,0.0,28.6,0,0,0.0,0.0,0.0,0,0
0,0,0.0,28.63,0,0,0.0,0.0,38.85,0,0
0,0,0.0,29.44,0,0,0.0,0.0,0.0,0,0
0,0,0.0,29.73,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
