AL Price,AR Price,DE Price,FL Price,GA Price,KY Price,LA Price,MD Price,MS Price,NC Price,OK Price,SC Price,TN Price,TX Price,VA Price,WV Price
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,6.14,5.69,7.41,4.63,8.5,4.72,7.64,0.0,5.59,5.11,4.44,7.92,0.0
4.64,4.75,0.0,6.0,5.02,8.35,4.57,0.0,4.66,5.96,5.12,4.59,5.25,4.66,5.64,0.0
4.46,4.22,0.0,5.67,4.62,5.29,4.13,0.0,4.08,5.62,4.46,4.35,5.08,4.15,4.48,0.0
4.73,4.68,0.0,5.87,4.82,6.45,4.5,0.0,4.48,5.95,4.79,4.59,4.55,4.5,5.23,0.0
4.52,0.0,5.18,5.75,5.0,0.0,4.61,0.0,4.53,5.77,0.0,4.67,0.0,4.54,5.36,0.0
4.63,5.16,5.36,6.03,5.17,5.97,4.71,0.0,4.77,5.76,4.83,0.0,4.9,4.71,5.27,0.0
4.83,5.15,5.43,6.01,5.04,0.0,4.65,5.57,4.64,5.56,4.72,0.0,0.0,4.68,5.11,0.0
4.25,4.98,4.97,5.92,4.64,0.0,4.51,0.0,4.41,5.53,4.58,0.0,0.0,4.45,5.09,0.0
4.26,4.56,4.64,5.66,4.56,0.0,4.21,4.72,4.2,5.54,4.4,4.29,0.0,4.24,4.63,0.0
4.09,3.95,4.39,5.8,4.14,4.65,3.95,4.95,3.84,0.0,4.21,3.89,4.17,3.9,4.36,0.0
3.73,3.7,0.0,5.57,3.88,4.93,3.69,4.76,3.6,5.05,3.92,0.0,4.21,3.59,3.92,0.0
3.6,0.0,0.0,5.46,3.9,6.83,3.59,4.67,3.53,4.97,0.0,0.0,4.51,3.54,3.86,0.0
2.9,0.0,0.0,0.0,3.34,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,3.11,0.0,3.58
0.0,0.0,0.0,0.0,3.18,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,4.05
0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,2.5,0.0,3.0
2.24,2.31,0.0,0.0,2.57,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,2.25,2.61,2.68
0.0,0.0,0.0,0.0,3.02,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.8
0.0,2.97,0.0,0.0,3.04,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,2.69,0.0,3.21
0.0,3.37,0.0,0.0,3.47,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,3.11,0.0,3.42
0.0,3.73,0.0,0.0,3.47,0.0,0.0,0.0,3.11,0.0,0.0,4.13,0.0,3.19,0.0,3.38
0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.37,2.92,0.0,0.0,3.9,0.0,3.0,0.0,3.24
0.0,3.73,0.0,0.0,3.96,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.39,0.0,3.76
4.02,3.89,0.0,0.0,4.38,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,3.69,0.0,3.92
3.82,3.93,0.0,0.0,4.08,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,4.0,3.25
0.0,0.0,0.0,5.19,4.1,5.98,0.0,0.0,0.0,4.91,0.0,0.0,0.0,3.54,0.0,3.67
0.0,0.0,0.0,0.0,3.98,6.54,0.0,0.0,0.0,4.62,3.77,0.0,0.0,3.53,0.0,3.9
0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,3.69,4.49,4.78
0.0,0.0,0.0,5.36,4.99,5.96,0.0,0.0,0.0,5.35,0.0,0.0,0.0,4.31,0.0,0.0
0.0,0.0,0.0,5.4,4.92,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,4.34,0.0,0.0
0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,5.28,0.0,0.0,4.16,4.15,0.0,4.19
0.0,0.0,0.0,5.08,4.39,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,3.87,0.0,3.93
0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,3.64,0.0,3.73
0.0,0.0,0.0,5.02,4.34,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,3.8,0.0,3.91
0.0,0.0,0.0,5.01,4.37,0.0,3.77,0.0,0.0,5.04,0.0,4.53,0.0,3.77,0.0,3.57
0.0,0.0,0.0,4.91,4.49,5.28,0.0,0.0,0.0,4.95,0.0,0.0,0.0,3.82,0.0,3.48
0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,4.33,0.0,4.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,4.75,0.0,0.0
0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,6.91,0.0,6.38,0.0,0.0
0.0,0.0,0.0,5.85,5.72,0.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,5.15,0.0,6.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,4.85,0.0,5.58
0.0,0.0,0.0,5.9,5.35,0.0,4.98,0.0,0.0,0.0,0.0,5.01,0.0,4.79,4.88,4.37
0.0,0.0,0.0,0.0,5.3,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.83,4.77,4.04
0.0,0.0,0.0,5.35,4.76,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,4.43,4.15,0.0
0.0,0.0,0.0,0.0,4.51,0.0,4.18,0.0,0.0,0.0,0.0,4.52,0.0,4.12,3.78,0.0
0.0,0.0,0.0,5.32,4.57,6.78,4.28,0.0,0.0,0.0,0.0,4.77,0.0,4.19,3.85,0.0
0.0,0.0,0.0,5.22,4.37,0.0,4.22,0.0,0.0,0.0,0.0,4.54,0.0,4.09,3.91,0.0
0.0,0.0,0.0,5.46,4.72,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.47,3.49
0.0,0.0,0.0,5.45,4.07,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,4.14,4.58,3.09
0.0,0.0,0.0,4.92,3.78,0.0,3.37,6.65,0.0,5.66,0.0,0.0,3.72,3.32,5.27,2.96
0.0,0.0,0.0,0.0,3.61,0.0,3.19,0.0,0.0,9.29,0.0,4.65,3.38,3.07,9.71,0.0
0.0,0.0,0.0,4.49,3.41,0.0,3.17,0.0,0.0,5.17,0.0,3.8,3.52,3.02,4.58,2.64
0.0,3.01,0.0,4.33,3.26,0.0,3.02,0.0,0.0,4.27,2.98,3.5,0.0,2.82,2.77,0.0
0.0,3.38,0.0,4.4,3.56,0.0,3.0,0.0,0.0,4.05,3.27,3.78,2.52,2.98,0.0,2.41
0.0,0.0,0.0,0.0,3.39,0.0,3.06,0.0,0.0,4.0,0.0,0.0,2.99,2.98,2.74,2.48
0.0,0.0,0.0,0.0,3.4,0.0,3.25,0.0,0.0,4.1,0.0,0.0,3.03,3.03,2.63,2.07
0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,3.0,2.69,1.94
0.0,0.0,0.0,0.0,3.31,0.0,2.88,0.0,0.0,4.03,0.0,3.55,0.0,2.86,2.56,0.0
